image,User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Date,Quantity of Sales,Top 5 Category Sales Percentage,Device Model Wise Percentage,Data Usage Wise Percentage,Gender Wise Custom Distribution,Best Year Sales,Best Year (2008-2012),Top Selling Product by Category,Bottom Selling Product by Category
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,268,OnePlus 9,Android,584,9.4,2766,84,2151,32,Male,5,298,47,0.13%,0.13%,0.33%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,272,OnePlus 9,Android,284,4.2,1360,56,888,51,Male,3,299,30,0.08%,0.08%,0.14%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,276,OnePlus 9,Android,501,11.9,2702,88,1738,49,Male,5,300,91,0.25%,0.25%,0.27%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,286,OnePlus 9,Android,534,10.8,2805,90,1538,37,Male,5,301,42,0.12%,0.12%,0.24%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,289,OnePlus 9,Android,121,3.7,619,36,473,47,Male,2,302,54,0.15%,0.15%,0.07%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,291,OnePlus 9,Android,448,7.6,2199,66,1047,28,Male,4,303,22,0.06%,0.06%,0.16%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,296,OnePlus 9,Android,65,1.8,481,18,130,41,Male,1,304,17,0.05%,0.05%,0.02%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,297,OnePlus 9,Android,458,6.6,2214,67,1163,31,Female,4,305,84,0.23%,0.23%,0.18%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,306,OnePlus 9,Android,106,2.8,686,32,594,27,Male,2,306,4,0.01%,0.01%,0.09%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,307,OnePlus 9,Android,243,5,1232,47,877,43,Male,3,307,98,0.27%,0.27%,0.13%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,308,OnePlus 9,Android,410,7.5,2176,68,1213,45,Female,4,308,98,0.27%,0.27%,0.19%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,310,OnePlus 9,Android,397,6.8,2027,66,1167,40,Male,4,309,98,0.27%,0.27%,0.18%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,316,OnePlus 9,Android,74,2,320,11,103,55,Female,1,310,58,0.16%,0.16%,0.02%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,317,OnePlus 9,Android,299,4.3,1737,43,953,42,Female,3,311,17,0.05%,0.05%,0.15%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,319,OnePlus 9,Android,408,6.6,2026,63,1076,47,Female,4,312,71,0.20%,0.20%,0.17%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,326,OnePlus 9,Android,203,4.3,1554,54,638,25,Female,3,313,75,0.21%,0.21%,0.10%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,328,OnePlus 9,Android,48,2,574,18,127,24,Female,1,314,14,0.04%,0.04%,0.02%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,329,OnePlus 9,Android,88,1.6,420,12,274,31,Female,1,315,97,0.27%,0.27%,0.04%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,333,OnePlus 9,Android,191,6,1762,45,904,54,Male,3,316,6,0.02%,0.02%,0.14%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,336,OnePlus 9,Android,531,9.8,2905,99,1632,45,Female,5,317,73,0.20%,0.20%,0.25%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,347,OnePlus 9,Android,156,3.3,1020,38,447,57,Female,2,318,22,0.06%,0.06%,0.07%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,355,OnePlus 9,Android,53,1.4,455,14,106,54,Female,1,319,60,0.17%,0.17%,0.02%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,362,OnePlus 9,Android,557,10.4,2900,97,1609,22,Male,5,320,98,0.27%,0.27%,0.25%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,366,OnePlus 9,Android,382,7.2,1965,67,1341,22,Male,4,321,51,0.14%,0.14%,0.21%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,368,OnePlus 9,Android,598,11.2,2876,85,2477,58,Female,5,322,12,0.03%,0.03%,0.38%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,369,OnePlus 9,Android,102,3.9,747,36,408,49,Female,2,323,35,0.10%,0.10%,0.06%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,375,OnePlus 9,Android,69,1.3,434,12,164,42,Male,1,324,85,0.24%,0.24%,0.03%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,376,OnePlus 9,Android,44,1.1,531,17,232,26,Male,1,325,69,0.19%,0.19%,0.04%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,380,OnePlus 9,Android,106,3,922,22,313,51,Male,2,326,71,0.20%,0.20%,0.05%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,383,OnePlus 9,Android,84,1.5,373,19,299,37,Female,1,327,97,0.27%,0.27%,0.05%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,384,OnePlus 9,Android,104,2.9,653,35,322,30,Male,2,328,1,0.00%,0.00%,0.05%,52.00%,,2011,OnePlus 9,OnePlus 9
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,387,OnePlus 9,Android,98,2,925,32,457,28,Male,2,329,13,0.04%,0.04%,0.07%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,391,OnePlus 9,Android,311,7.9,2231,69,1021,36,Male,4,330,15,0.04%,0.04%,0.16%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,392,OnePlus 9,Android,337,6.1,1901,76,1359,58,Male,4,331,74,0.21%,0.21%,0.21%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,399,OnePlus 9,Android,41,1.6,323,18,221,43,Female,1,332,26,0.07%,0.07%,0.03%,48.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,400,OnePlus 9,Android,49,1.5,571,10,203,29,Male,1,333,36,0.10%,0.10%,0.03%,52.00%,,2011,OnePlus 9,
https://www.google.com/imgres?q=oneplus%209%20hd%20image&imgurl=https%3A%2F%2Foasis.opstatics.com%2Fcontent%2Fdam%2Foasis%2Fpage%2F2021%2F9-series%2Fspec-image%2F9%2FArcticsky_9.png&imgrefurl=https%3A%2F%2Fwww.oneplus.in%2F9%2Fspecs&docid=BHNpUbVLYyO6SM&tbnid=DLAyy_1NgwJBNM&vet=12ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA..i&w=1040&h=1040&hcb=2&ved=2ahUKEwifiPPB75WJAxW0RWcHHbYTEHIQM3oECBoQAA,408,OnePlus 9,Android,395,7.3,2291,61,1049,55,Female,4,334,73,0.20%,0.20%,0.16%,48.00%,,2011,OnePlus 9,
